2,6,10,6,6,0,1,6,6,0,284
0,8,8,0,1,2,6,5,2,2,214
4,5,3,7,7,3,10,8,6,10,363
0,1,7,1,5,2,3,0,1,3,124
9,5,7,2,2,4,0,6,6,10,284
9,2,1,4,1,1,5,1,4,5,206
5,0,0,1,1,3,4,8,4,9,199
4,9,10,2,7,3,4,6,0,6,310
4,8,8,10,3,3,2,10,5,0,359
0,8,1,10,8,7,3,0,1,1,204
7,6,5,3,10,2,9,8,3,9,383
3,3,5,1,0,0,7,2,5,7,182
1,8,8,0,1,2,2,0,5,0,154
7,7,7,6,4,1,10,6,10,1,397
5,7,3,4,8,4,8,1,6,10,288
4,5,5,2,1,1,6,0,7,10,197
4,3,0,2,6,1,3,5,10,3,220
2,2,6,1,10,1,9,7,4,3,299
7,4,10,2,8,0,2,1,7,10,274
8,7,10,8,2,9,1,0,1,0,284
3,10,3,8,4,6,2,3,6,8,261
3,10,8,9,9,5,3,5,6,3,357
6,5,8,10,8,5,4,6,0,2,356
4,0,2,1,6,10,5,0,1,5,170
9,8,5,0,4,7,4,0,5,2,262
2,9,3,7,4,9,2,1,0,0,205
4,2,1,10,9,3,4,5,1,2,266
8,6,9,3,1,9,9,9,6,3,410
10,9,5,10,5,6,3,9,0,8,402
8,4,9,1,8,7,7,10,9,10,430
10,7,10,2,1,10,8,0,1,1,321
6,3,0,6,3,2,7,3,3,1,233
0,7,8,10,3,3,6,6,7,8,314
7,0,4,3,6,4,1,4,1,4,216
10,3,10,2,5,0,2,5,1,4,297
6,7,7,7,7,0,2,6,4,9,320
6,8,2,5,1,0,5,0,5,2,210
5,5,3,10,6,6,6,10,8,2,390
8,10,5,4,3,9,8,2,10,8,358
2,4,8,9,5,6,4,9,3,4,332
7,7,4,7,6,1,4,8,3,6,338
10,9,7,5,10,7,8,7,2,2,447
8,8,0,6,4,0,5,8,7,7,328
0,3,9,10,7,10,2,9,5,9,336
4,0,0,7,1,5,2,6,6,1,203
3,10,9,1,0,2,3,3,3,0,221
9,10,5,3,1,7,3,10,4,5,360
8,6,4,7,5,7,1,8,3,5,331
8,0,5,10,7,5,0,9,6,6,346
2,3,9,5,7,5,0,3,5,9,235
8,1,3,8,8,4,9,10,5,9,406
10,2,5,6,9,4,2,9,9,2,389
9,9,1,7,6,2,4,6,9,5,354
5,8,10,5,8,6,2,5,8,6,354
6,6,9,6,1,6,1,0,6,7,245
10,5,10,9,5,0,0,8,3,6,371
10,6,8,9,5,2,7,8,8,1,444
3,4,4,6,0,3,7,5,6,10,253
4,10,7,7,1,4,5,9,7,7,357
8,5,6,5,9,10,7,2,5,4,357
4,3,5,10,10,9,8,2,4,7,337
1,10,8,3,8,5,10,2,4,9,313
8,3,0,2,2,5,7,6,8,9,282
8,5,5,6,1,1,8,1,4,9,275
9,9,1,6,7,8,8,0,7,4,336
10,0,4,7,8,1,8,6,10,1,385
4,8,7,8,0,2,9,7,2,0,333
5,1,2,5,6,9,5,9,2,6,300
4,4,5,6,5,1,10,9,7,9,362
4,4,8,6,10,0,7,5,1,10,322
1,10,2,2,0,1,4,9,3,10,223
5,9,9,9,10,6,4,0,4,0,338
6,8,7,9,10,6,6,3,9,2,395
7,1,2,8,9,7,8,4,0,1,316
8,5,8,3,9,6,8,4,10,1,395
6,7,0,8,7,2,7,8,3,8,339
8,1,10,1,4,7,9,6,1,7,342
9,4,9,5,6,5,0,2,3,2,286
6,9,7,10,9,10,9,4,9,3,446
0,5,8,7,0,4,9,0,1,9,211
3,4,10,8,0,0,0,3,9,3,234
7,2,7,8,3,0,4,5,4,8,293
7,0,7,6,0,6,9,2,7,10,293
6,5,9,8,2,0,6,7,3,0,338
10,0,2,10,9,3,5,1,5,4,307
6,7,5,8,1,0,3,10,10,0,348
10,8,7,6,0,8,4,5,5,0,351
5,5,0,1,4,2,5,1,10,2,201
9,7,10,5,6,3,9,3,1,7,376
2,7,8,6,2,10,5,2,9,8,285
10,3,9,4,4,1,8,10,10,0,433
5,0,5,10,3,2,1,3,0,10,207
6,5,10,1,6,4,10,2,0,2,309
5,6,1,7,0,4,1,9,7,3,267
7,3,5,8,2,1,10,9,10,2,393
1,7,5,8,4,1,7,0,10,3,251
5,7,4,9,3,1,4,5,7,4,298
3,8,1,5,8,2,5,8,0,9,281
1,9,9,2,2,4,10,1,8,3,276
10,8,2,0,5,9,1,7,10,6,329
8,8,7,3,10,10,10,2,3,10,389
0,7,0,7,0,10,1,1,4,5,141
2,10,7,4,0,9,0,2,3,6,202
0,2,1,9,7,8,3,7,6,4,255
8,9,5,5,7,1,6,10,4,6,399
3,3,9,1,6,7,5,2,1,8,235
4,1,5,3,2,7,5,10,3,0,283
10,7,9,10,0,5,2,3,6,6,343
5,1,5,0,2,4,3,3,6,2,192
4,6,2,4,7,2,2,6,2,4,240
9,1,4,0,2,10,4,4,7,10,265
3,2,7,3,1,2,6,7,1,0,241
7,8,9,10,8,8,5,7,6,0,439
6,8,5,0,10,7,9,10,5,0,408
1,0,7,0,8,0,2,2,0,10,143
2,3,10,4,6,5,1,7,2,4,266
6,10,2,5,0,9,8,0,0,2,245
3,9,6,0,0,2,3,7,9,5,253
2,4,2,7,5,1,6,0,9,3,213
1,6,1,9,10,1,9,7,2,10,314
7,1,10,8,2,0,4,7,9,2,343
4,2,7,9,2,1,9,4,6,10,304
9,4,10,7,4,7,7,5,6,6,397
8,0,5,7,8,7,1,6,6,4,318
8,0,2,8,6,0,6,4,4,8,282
8,1,2,2,0,1,4,7,7,6,244
5,0,7,4,4,6,7,6,5,0,301
3,4,4,0,2,7,3,3,6,9,189
3,0,2,5,0,10,7,5,3,0,222
0,3,2,5,1,2,1,8,0,1,159
2,6,10,9,5,9,9,3,1,8,337
8,9,10,0,0,5,1,2,7,5,266
2,3,1,6,6,5,1,10,4,1,253
6,9,1,3,4,5,1,2,3,10,209
6,10,4,4,8,3,5,8,5,2,359
8,7,6,0,8,5,1,3,10,3,298
8,8,8,3,7,10,0,10,9,0,402
0,7,0,10,3,4,6,5,9,7,259
6,3,4,1,2,2,3,1,6,7,185
9,10,7,2,2,10,10,6,3,1,395
9,2,8,5,6,7,10,5,8,7,405
4,4,8,0,10,3,5,4,3,6,277
8,1,9,6,1,6,8,5,3,10,334
9,4,9,6,6,3,7,2,5,0,350
4,5,1,0,5,6,6,10,8,8,300
8,2,1,7,4,3,7,1,5,5,258
5,7,5,5,7,2,0,7,8,2,300
10,10,9,2,2,8,3,5,1,3,339
8,1,0,1,4,3,1,8,10,8,252
8,3,10,6,7,2,8,2,3,10,345
3,5,2,2,10,3,0,7,5,9,240
0,2,1,8,4,7,6,7,4,2,244
1,10,5,5,4,9,10,7,9,1,362
4,0,0,0,9,9,2,10,9,9,273
1,1,0,6,1,10,0,5,5,3,157
7,5,7,9,0,9,8,10,3,0,401
0,3,10,0,0,9,3,1,2,3,154
3,4,5,10,6,2,8,6,2,8,319
1,0,2,0,9,5,4,2,5,8,165
5,2,10,1,10,0,7,10,9,3,388
1,0,0,10,6,4,1,10,2,10,234
10,6,2,3,3,4,3,8,1,5,300
8,9,2,8,7,7,3,6,1,7,338
4,4,5,3,10,4,5,7,4,3,311
8,3,6,4,9,5,7,5,4,10,352
2,5,2,0,4,3,10,3,1,1,206
1,2,7,8,4,9,9,6,5,1,320
5,1,8,1,0,5,10,6,5,0,292
0,8,1,6,8,9,9,8,4,7,326
3,10,8,0,3,10,1,9,9,6,318
8,4,7,0,5,0,9,4,5,10,311
6,3,7,0,8,3,7,7,1,7,311
7,10,10,5,8,4,10,10,0,3,460
0,1,4,5,6,2,4,6,4,2,213
2,10,0,1,7,9,0,1,1,4,159
9,6,4,3,0,9,1,7,2,5,279
0,5,0,7,4,6,8,5,0,10,223
7,2,9,1,8,10,7,5,3,9,345
3,0,5,0,8,9,10,10,2,7,328
0,4,0,6,3,6,6,4,1,5,184
2,10,0,5,10,1,6,4,5,9,271
2,7,1,0,8,4,7,9,7,2,296
2,3,6,9,0,2,4,10,1,5,273
10,8,6,4,2,6,7,9,1,6,386
3,3,10,10,5,1,3,1,7,5,270
4,2,10,6,9,7,6,9,8,1,401
6,1,1,1,5,0,3,0,8,4,164
9,0,8,4,1,1,5,9,9,10,345
3,2,0,7,3,8,5,1,3,5,186
9,10,1,9,3,3,7,6,0,3,344
3,2,2,1,5,0,2,4,3,1,158
10,4,9,1,10,8,8,0,0,3,337
9,3,8,7,1,5,0,7,1,9,298
0,5,6,9,3,5,9,4,6,2,290
9,10,5,0,0,9,8,2,2,6,294
2,0,10,2,6,10,8,0,3,0,244
9,2,10,4,10,4,6,6,7,3,402
1,1,0,3,2,5,10,4,4,5,196
2,6,5,6,5,1,8,8,10,0,338
8,10,10,10,8,10,5,3,9,7,444
